update_id,product_id,price,currency,update_time
1,p_101,60.0,TRY,2026-01-20 10:00:05
2,p_102,70.0,TRY,2026-01-20 10:00:10
3,p_103,80.0,TRY,2026-01-20 10:00:15
4,p_104,90.0,TRY,2026-01-20 10:00:20
5,p_105,100.0,TRY,2026-01-20 10:00:25
6,p_101,60.5,TRY,2026-01-20 10:01:05
7,p_102,70.5,TRY,2026-01-20 10:01:10
8,p_103,80.5,TRY,2026-01-20 10:01:15
9,p_104,90.5,TRY,2026-01-20 10:01:20
10,p_105,100.5,TRY,2026-01-20 10:01:25
11,p_101,61.0,TRY,2026-01-20 10:02:05
12,p_102,71.0,TRY,2026-01-20 10:02:10
13,p_103,81.0,TRY,2026-01-20 10:02:15
14,p_104,91.0,TRY,2026-01-20 10:02:20
15,p_105,101.0,TRY,2026-01-20 10:02:25
16,p_101,61.5,TRY,2026-01-20 10:03:05
17,p_102,71.5,TRY,2026-01-20 10:03:10
18,p_103,81.5,TRY,2026-01-20 10:03:15
19,p_104,91.5,TRY,2026-01-20 10:03:20
20,p_105,101.5,TRY,2026-01-20 10:03:25
21,p_101,62.0,TRY,2026-01-20 10:04:05
22,p_102,72.0,TRY,2026-01-20 10:04:10
23,p_103,82.0,TRY,2026-01-20 10:04:15
24,p_104,92.0,TRY,2026-01-20 10:04:20
25,p_105,102.0,TRY,2026-01-20 10:04:25
26,p_101,62.5,TRY,2026-01-20 10:05:05
27,p_102,72.5,TRY,2026-01-20 10:05:10
28,p_103,82.5,TRY,2026-01-20 10:05:15
29,p_104,92.5,TRY,2026-01-20 10:05:20
30,p_105,102.5,TRY,2026-01-20 10:05:25
31,p_101,63.0,TRY,2026-01-20 10:06:05
32,p_102,73.0,TRY,2026-01-20 10:06:10
33,p_103,83.0,TRY,2026-01-20 10:06:15
34,p_104,93.0,TRY,2026-01-20 10:06:20
35,p_105,103.0,TRY,2026-01-20 10:06:25
36,p_101,63.5,TRY,2026-01-20 10:07:05
37,p_102,73.5,TRY,2026-01-20 10:07:10
38,p_103,83.5,TRY,2026-01-20 10:07:15
39,p_104,93.5,TRY,2026-01-20 10:07:20
40,p_105,103.5,TRY,2026-01-20 10:07:25
41,p_101,64.0,TRY,2026-01-20 10:08:05
42,p_102,74.0,TRY,2026-01-20 10:08:10
43,p_103,84.0,TRY,2026-01-20 10:08:15
44,p_104,94.0,TRY,2026-01-20 10:08:20
45,p_105,104.0,TRY,2026-01-20 10:08:25
46,p_101,64.5,TRY,2026-01-20 10:09:05
47,p_102,74.5,TRY,2026-01-20 10:09:10
48,p_103,84.5,TRY,2026-01-20 10:09:15
49,p_104,94.5,TRY,2026-01-20 10:09:20
50,p_105,104.5,TRY,2026-01-20 10:09:25
51,p_101,65.0,TRY,2026-01-20 10:10:05
52,p_102,75.0,TRY,2026-01-20 10:10:10
53,p_103,85.0,TRY,2026-01-20 10:10:15
54,p_104,95.0,TRY,2026-01-20 10:10:20
55,p_105,105.0,TRY,2026-01-20 10:10:25
56,p_101,65.5,TRY,2026-01-20 10:11:05
57,p_102,75.5,TRY,2026-01-20 10:11:10
58,p_103,85.5,TRY,2026-01-20 10:11:15
59,p_104,95.5,TRY,2026-01-20 10:11:20
60,p_105,105.5,TRY,2026-01-20 10:11:25
61,p_101,66.0,TRY,2026-01-20 10:12:05
62,p_102,76.0,TRY,2026-01-20 10:12:10
63,p_103,86.0,TRY,2026-01-20 10:12:15
64,p_104,96.0,TRY,2026-01-20 10:12:20
65,p_105,106.0,TRY,2026-01-20 10:12:25
66,p_101,66.5,TRY,2026-01-20 10:13:05
67,p_102,76.5,TRY,2026-01-20 10:13:10
68,p_103,86.5,TRY,2026-01-20 10:13:15
69,p_104,96.5,TRY,2026-01-20 10:13:20
70,p_105,106.5,TRY,2026-01-20 10:13:25
71,p_101,67.0,TRY,2026-01-20 10:14:05
72,p_102,77.0,TRY,2026-01-20 10:14:10
73,p_103,87.0,TRY,2026-01-20 10:14:15
74,p_104,97.0,TRY,2026-01-20 10:14:20
75,p_105,107.0,TRY,2026-01-20 10:14:25
76,p_101,67.5,TRY,2026-01-20 10:15:05
77,p_102,77.5,TRY,2026-01-20 10:15:10
78,p_103,87.5,TRY,2026-01-20 10:15:15
79,p_104,97.5,TRY,2026-01-20 10:15:20
80,p_105,107.5,TRY,2026-01-20 10:15:25
81,p_101,68.0,TRY,2026-01-20 10:16:05
82,p_102,78.0,TRY,2026-01-20 10:16:10
83,p_103,88.0,TRY,2026-01-20 10:16:15
84,p_104,98.0,TRY,2026-01-20 10:16:20
85,p_105,108.0,TRY,2026-01-20 10:16:25
86,p_101,68.5,TRY,2026-01-20 10:17:05
87,p_102,78.5,TRY,2026-01-20 10:17:10
88,p_103,88.5,TRY,2026-01-20 10:17:15
89,p_104,98.5,TRY,2026-01-20 10:17:20
90,p_105,108.5,TRY,2026-01-20 10:17:25
91,p_101,69.0,TRY,2026-01-20 10:18:05
92,p_102,79.0,TRY,2026-01-20 10:18:10
93,p_103,89.0,TRY,2026-01-20 10:18:15
94,p_104,99.0,TRY,2026-01-20 10:18:20
95,p_105,109.0,TRY,2026-01-20 10:18:25
96,p_101,69.5,TRY,2026-01-20 10:19:05
97,p_102,79.5,TRY,2026-01-20 10:19:10
98,p_103,89.5,TRY,2026-01-20 10:19:15
99,p_104,99.5,TRY,2026-01-20 10:19:20
100,p_105,109.5,TRY,2026-01-20 10:19:25
101,p_101,70.0,TRY,2026-01-20 10:20:05
102,p_102,80.0,TRY,2026-01-20 10:20:10
103,p_103,90.0,TRY,2026-01-20 10:20:15
104,p_104,100.0,TRY,2026-01-20 10:20:20
105,p_105,110.0,TRY,2026-01-20 10:20:25
106,p_101,70.5,TRY,2026-01-20 10:21:05
107,p_102,80.5,TRY,2026-01-20 10:21:10
108,p_103,90.5,TRY,2026-01-20 10:21:15
109,p_104,100.5,TRY,2026-01-20 10:21:20
110,p_105,110.5,TRY,2026-01-20 10:21:25
111,p_101,71.0,TRY,2026-01-20 10:22:05
112,p_102,81.0,TRY,2026-01-20 10:22:10
113,p_103,91.0,TRY,2026-01-20 10:22:15
114,p_104,101.0,TRY,2026-01-20 10:22:20
115,p_105,111.0,TRY,2026-01-20 10:22:25
116,p_101,71.5,TRY,2026-01-20 10:23:05
117,p_102,81.5,TRY,2026-01-20 10:23:10
118,p_103,91.5,TRY,2026-01-20 10:23:15
119,p_104,101.5,TRY,2026-01-20 10:23:20
120,p_105,111.5,TRY,2026-01-20 10:23:25
121,p_101,72.0,TRY,2026-01-20 10:24:05
122,p_102,82.0,TRY,2026-01-20 10:24:10
123,p_103,92.0,TRY,2026-01-20 10:24:15
124,p_104,102.0,TRY,2026-01-20 10:24:20
125,p_105,112.0,TRY,2026-01-20 10:24:25
126,p_101,72.5,TRY,2026-01-20 10:25:05
127,p_102,82.5,TRY,2026-01-20 10:25:10
128,p_103,92.5,TRY,2026-01-20 10:25:15
129,p_104,102.5,TRY,2026-01-20 10:25:20
130,p_105,112.5,TRY,2026-01-20 10:25:25
131,p_101,73.0,TRY,2026-01-20 10:26:05
132,p_102,83.0,TRY,2026-01-20 10:26:10
133,p_103,93.0,TRY,2026-01-20 10:26:15
134,p_104,103.0,TRY,2026-01-20 10:26:20
135,p_105,113.0,TRY,2026-01-20 10:26:25
136,p_101,73.5,TRY,2026-01-20 10:27:05
137,p_102,83.5,TRY,2026-01-20 10:27:10
138,p_103,93.5,TRY,2026-01-20 10:27:15
139,p_104,103.5,TRY,2026-01-20 10:27:20
140,p_105,113.5,TRY,2026-01-20 10:27:25
141,p_101,74.0,TRY,2026-01-20 10:28:05
142,p_102,84.0,TRY,2026-01-20 10:28:10
143,p_103,94.0,TRY,2026-01-20 10:28:15
144,p_104,104.0,TRY,2026-01-20 10:28:20
145,p_105,114.0,TRY,2026-01-20 10:28:25
146,p_101,74.5,TRY,2026-01-20 10:29:05
147,p_102,84.5,TRY,2026-01-20 10:29:10
148,p_103,94.5,TRY,2026-01-20 10:29:15
149,p_104,104.5,TRY,2026-01-20 10:29:20
150,p_105,114.5,TRY,2026-01-20 10:29:25
151,p_101,75.0,TRY,2026-01-20 10:30:05
152,p_102,85.0,TRY,2026-01-20 10:30:10
153,p_103,95.0,TRY,2026-01-20 10:30:15
154,p_104,105.0,TRY,2026-01-20 10:30:20
